Item No.,Description,Sell,On Hand,Cost,List,OEM,Category,Extended Sell
SHA-5206N,8VHF ANTENNA NYLON FERRULE,164.11,0,88.44,164.11,WEST,WEST,8VHF ANTENNA NYLON FERRULE
SHA-5215,36VHF LOW PROFILE SS ANTENNA,167.22,0,90.12,167.22,WEST,WEST,36VHF LOW PROFILE SS ANTENNA
SHA-5215C-X,36VHF SS ANTENNA W/CABLE,328.32,0,176.94,328.32,WEST,WEST,36VHF SS ANTENNA W/CABLE
SHA-5218,BLACK 19VHF ANTENNA,171.44,0,92.39,171.44,WEST,WEST,BLACK 19VHF ANTENNA
SHA-5230,14GALAXY VHF 8DB 2PC. ANTENNA,1235.33,1,665.75,1235.33,WEST,WEST,14GALAXY VHF 8DB 2PC. ANTENNA
SHA-5239,W/BAND CELLULAR/WI-FI ANTENNA,362.19,0,195.19,362.19,WEST,WEST,W/BAND CELLULAR/WI-FI ANTENNA
SHA-5241-R,S/S 36HD LOW PROFILE ANTENNA,246.22,0,132.70,246.22,WEST,WEST,S/S 36HD LOW PROFILE ANTENNA
SHA-5242-A,36SS WHIP ANTENNA,238.26,0,128.40,238.26,WEST,WEST,36SS WHIP ANTENNA
SHA-5250,3 3DB SKINNY MINI S/S WHIP,178.47,2,96.18,178.47,WEST,WEST,3 3DB SKINNY MINI S/S WHIP
SHA-5257-S,ANTENNA SPLITTER,189.70,0,102.23,189.70,WEST,WEST,ANTENNA SPLITTER
SHA-5309R,23GALAXY VHF 9DB 2PC. ANTENNA,1993.35,0,1074.26,1993.35,WEST,WEST,23GALAXY VHF 9DB 2PC. ANTENNA
SHA-5396-AIS,4GALAXY 3DB AIS ANTENNA,511.96,1,275.90,511.96,WEST,WEST,4GALAXY 3DB AIS ANTENNA
SHA-5911,10FLEXIBLE VHF ANTENNA W/CBLE,178.47,0,96.18,178.47,WEST,WEST,10FLEXIBLE VHF ANTENNA W/CBLE
SHA-5912,7FLEXIBLE VHF ANTENNA,156.09,0,84.12,156.09,WEST,WEST,7FLEXIBLE VHF ANTENNA
SHA-6018-R,18PHASEIII MARINE VHF ANTENNA,1835.34,0,1179.86,1835.34,WEST,WEST,18PHASEIII MARINE VHF ANTENNA
SHA-6187,COMPACT SS 4-WAY ANTENNA MOUNT,224.50,0,120.99,224.50,WEST,WEST,COMPACT SS 4-WAY ANTENNA MOUNT
SHA-6225-R,8PHASEIII MARINE VHF ANTENNA,746.68,0,480.01,746.68,WEST,WEST,8PHASEIII MARINE VHF ANTENNA
SHA-6235,8PHASEIII  AM/FM ANTENNA,542.12,0,348.51,542.12,WEST,WEST,8PHASEIII  AM/FM ANTENNA
SHA-6396-AIS-R,4PHASEIII MARINE AIS ANTENNA,821.77,0,528.28,821.77,WEST,WEST,4PHASEIII MARINE AIS ANTENNA
SHA-6400-R,4 PHASEIII VHF ANTENNA,756.73,0,407.82,756.73,WEST,WEST,4 PHASEIII VHF ANTENNA
SHA-ART-3,ANTENNA/RADIO TESTER,418.55,0,225.57,418.55,WEST,WEST,ANTENNA/RADIO TESTER
SHA-CA-P-ANT,ANYWHERE PATCH ANTENNA,25.03,0,13.49,25.03,WEST,WEST,ANYWHERE PATCH ANTENNA
SHA-HS-2774-1-R,65GALAXY BRDBAND VHF ANTENNA,1334.28,0,719.07,1334.28,WEST,WEST,65GALAXY BRDBAND VHF ANTENNA
SHA-PL258-G,GOLD PLT.BARREL CONNECTOR,27.07,5,14.59,27.07,WEST,WEST,GOLD PLT.BARREL CONNECTOR
SHA-PL259-8XG,GOLD PLT.PL-259 FOR RG-8X,27.07,2,14.59,27.07,WEST,WEST,GOLD PLT.PL-259 FOR RG-8X
SHA-PL259-G,GOLD PLT.PL-259 CONNECTOR,27.07,4,14.59,27.07,WEST,WEST,GOLD PLT.PL-259 CONNECTOR
SHA-PL259CP-G,GOLD PLTD CENTERPIN PL-259,32.46,2,17.50,32.46,WEST,WEST,GOLD PLTD CENTERPIN PL-259
SHA-QC-3,QUICK CONNECT 3VHF ANTENNA,127.74,0,68.84,127.74,WEST,WEST,QUICK CONNECT 3VHF ANTENNA
SHA-QC-4,QUICK CONNECT 4VHF ANTENNA,170.31,0,91.78,170.31,WEST,WEST,QUICK CONNECT 4VHF ANTENNA
SHA-QC-8,QUICK CONNECT 8VHF ANTENNA,205.31,0,110.65,205.31,WEST,WEST,QUICK CONNECT 8VHF ANTENNA
SHA-SRA50,L/PROFILE MARINE SAT.RADIO ANT,247.16,0,133.20,247.16,WEST,WEST,L/PROFILE MARINE SAT.RADIO ANT
SHA-SRC-35,35 ANTENNA CABLE KIT,121.89,0,65.69,121.89,WEST,WEST,35 ANTENNA CABLE KIT
SHA-SRC-50,50 ANTENNA CABLE KIT,165.36,0,89.12,165.36,WEST,WEST,50 ANTENNA CABLE KIT
SHI-135-0126B,H.D.HEATER HOSE 1/2X50,158.40,1,85.36,158.40,WEST,WEST,H.D.HEATER HOSE 1/2X50
SHI-144-1006,"SUPER PVC SANITATION 1""""X50'   """,429.79,0,231.62,429.79,WEST,WEST,"SUPER PVC SANITATION 1""""X50'   """
SHI-148-0586,"ULTRAVAC SANI.HOSE 5/8""""X50'   """,189.44,1,102.10,189.44,WEST,WEST,"ULTRAVAC SANI.HOSE 5/8""""X50'   """
SHI-148-1,ULTRAVAC SANITATION HOSE,5.93,6,3.19,5.93,WEST,WEST,ULTRAVAC SANITATION HOSE
SHI-162-0346,"PVC-RED TRACER 3/4""""X50'       """,170.76,20,92.02,170.76,WEST,WEST,"PVC-RED TRACER 3/4""""X50'       """
SHI-162-0586,"PVC-RED TRACER 5/8""""X50'       """,134.20,20,72.32,134.20,WEST,WEST,"PVC-RED TRACER 5/8""""X50'       """
SHI-250-1-1/2,H/W MARINE EXHAUST/WATER HOSE,19.96,0,10.75,19.96,WEST,WEST,H/W MARINE EXHAUST/WATER HOSE
SHI-254-1-1/2,EXOFLEX EXHAUST HOSE,30.41,0,16.39,30.41,WEST,WEST,EXOFLEX EXHAUST HOSE
SHI-365-0386,"HOSE FIRE-ACOL 3/8""""X50'R/O CTN""",303.47,0,163.55,303.47,WEST,WEST,"HOSE FIRE-ACOL 3/8""""X50'R/O CTN"""
SHI-420-3,BLACK H.D.VINYL BLOWER HOSE,4.68,20,2.52,4.68,WEST,WEST,BLACK H.D.VINYL BLOWER HOSE
SHI-420-4,BLACK H.D.VINYL BLOWER HOSE,7.06,0,3.81,7.06,WEST,WEST,BLACK H.D.VINYL BLOWER HOSE
SHR-244-2926,1/2NPTX1/2BARB SWIVEL ADAPTR,6.23,1,3.36,6.23,WEST,WEST,1/2NPTX1/2BARB SWIVEL ADAPTR
SHR-244-3926,1/2BARB X1/2NPT FEM. ELBOW,6.23,0,3.36,6.23,WEST,WEST,1/2BARB X1/2NPT FEM. ELBOW
SHR-4158-153-E75,12V 5GPM AQUAKING II SUPREME,827.32,0,445.86,827.32,WEST,WEST,12V 5GPM AQUAKING II SUPREME
SHR-SPDW-1/2B,1/2X4BLACK DUAL WALL SHRINK,11.22,0,6.05,11.22,WEST,WEST,1/2X4BLACK DUAL WALL SHRINK
SHR-SPDW-1/2R,1/2X4 RED DUAL WALL SHRINK,11.22,0,6.05,11.22,WEST,WEST,1/2X4 RED DUAL WALL SHRINK
SHR-SPDW-3/4B,3/4X4BLACK DUAL WALL SHRINK,18.60,0,10.03,18.60,WEST,WEST,3/4X4BLACK DUAL WALL SHRINK
SHR-SPDW-3/4R,3/4X4 RED DUAL WALL SHRINK,23.25,0,12.53,23.25,WEST,WEST,3/4X4 RED DUAL WALL SHRINK
SHU-1710,SYNTHETIC LAMBSWOOL COVER,27.62,2,14.89,27.62,WEST,WEST,SYNTHETIC LAMBSWOOL COVER
SHU-1710C,SWIVEL PAD COMBINATION,66.63,2,35.91,66.63,WEST,WEST,SWIVEL PAD COMBINATION
SHU-293,MICROFIBER TOWELS VARIETY 3-PK,37.02,4,19.95,37.02,WEST,WEST,MICROFIBER TOWELS VARIETY 3-PK
SHU-3151,BUFF MAGIC COMPOUNDING PAD-2PK,45.99,1,24.79,45.99,WEST,WEST,BUFF MAGIC COMPOUNDING PAD-2PK
SHU-3152,PRO POLISH PAD 6-1/2 2-PK,47.61,1,25.66,47.61,WEST,WEST,PRO POLISH PAD 6-1/2 2-PK
SHU-3154,BUFF MAGIC FOAM PAD 6.5(2/PK),47.61,0,25.66,47.61,WEST,WEST,BUFF MAGIC FOAM PAD 6.5(2/PK)
SHU-740,ALUM.FIXED LENGTH HANDLE 40,39.43,2,21.25,39.43,WEST,WEST,ALUM.FIXED LENGTH HANDLE 40
SHU-760,ALUM.FIXED LENGTH HANDLE 60,55.34,1,29.83,55.34,WEST,WEST,ALUM.FIXED LENGTH HANDLE 60
SHU-833,ALUM.EXT.HANDLE 43-72,87.84,1,47.34,87.84,WEST,WEST,ALUM.EXT.HANDLE 43-72
SHU-855,ALUM.EXT.HANDLE 63-108,106.85,0,57.58,106.85,WEST,WEST,ALUM.EXT.HANDLE 63-108
SHU-950,EXTRA STIFF WHITE POLY.BRUSH,59.08,0,31.84,59.08,WEST,WEST,EXTRA STIFF WHITE POLY.BRUSH
SHU-955,MEDIUM STIFF YELLOW POLY.BRUSH,59.08,0,31.84,59.08,WEST,WEST,MEDIUM STIFF YELLOW POLY.BRUSH
SHU-965,6SOFT/MEDIUM COMBO BRUSH,68.72,1,37.03,68.72,WEST,WEST,6SOFT/MEDIUM COMBO BRUSH
SHU-970,EXTRA SOFT BLUE NYLON BRUSH,68.72,2,37.03,68.72,WEST,WEST,EXTRA SOFT BLUE NYLON BRUSH
SHU-980,SOFT YELLOW POLY.BRUSH,78.37,0,42.24,78.37,WEST,WEST,SOFT YELLOW POLY.BRUSH
SIE-18-0305-1,GASKET,18.17,5,9.82,18.17,WEST,WEST,GASKET
SIE-18-0309-1,GASKET,17.54,0,9.47,17.54,WEST,WEST,GASKET
SIE-18-0353,GASKET             (AP-370),8.78,0,4.75,8.78,WEST,WEST,GASKET             (AP-370)
SIE-18-0549,RUBBER CAP         (AP-1643),21.31,2,11.51,21.31,WEST,WEST,RUBBER CAP         (AP-1643)
SIE-18-0550,RUBBER CAP         (AP-1644),20.22,3,10.93,20.22,WEST,WEST,RUBBER CAP         (AP-1644)
SIE-18-0943-2,GASKET,11.44,0,6.85,11.44,WEST,WEST,GASKET
SIE-18-0943-2-9,"GASKET, EXHAUST ELBOW (2/PKG)",30.11,2,16.27,30.11,WEST,WEST,"GASKET, EXHAUST ELBOW (2/PKG)"
SIE-18-0975-9,GASKET (2/PKG),10.99,1,5.94,10.99,WEST,WEST,GASKET (2/PKG)
SIE-18-1908K,RISER KIT,773.56,0,417.95,773.56,WEST,WEST,RISER KIT
SIE-18-1917,BLOCK OFF MANIFOLD PLATE,40.81,6,22.05,40.81,WEST,WEST,BLOCK OFF MANIFOLD PLATE
SIE-18-1927,RISER,449.90,0,243.08,449.90,WEST,WEST,RISER
SIE-18-1953-2,MANIFOLD,458.73,0,247.85,458.73,WEST,WEST,MANIFOLD
SIE-18-1976-2,MANIFOLD ELBOW,345.34,0,186.59,345.34,WEST,WEST,MANIFOLD ELBOW
SIE-18-1977-1,THERMOSTAT COVER   (AP-5009),129.88,0,70.17,129.88,WEST,WEST,THERMOSTAT COVER   (AP-5009)
SIE-18-1997-1,MANIFOLD,619.89,2,334.92,619.89,WEST,WEST,MANIFOLD
SIE-18-2003,SEAL               (AP-3808),37.89,1,20.47,37.89,WEST,WEST,SEAL               (AP-3808)
SIE-18-2014,SEAL               (AP-171),28.89,1,15.61,28.89,WEST,WEST,SEAL               (AP-171)
SIE-18-2051,SEAL               (AP-281),22.53,1,12.17,22.53,WEST,WEST,SEAL               (AP-281)
SIE-18-2052,SEAL               (AP-282),26.07,1,14.08,26.07,WEST,WEST,SEAL               (AP-282)
SIE-18-2062,SEAL               (AP-026),16.03,1,8.66,16.03,WEST,WEST,SEAL               (AP-026)
SIE-18-2116,TRIM HOSE          (AP-700),89.09,2,48.14,89.09,WEST,WEST,TRIM HOSE          (AP-700)
SIE-18-2161,SHIFT ARM          (AP-1358),63.16,6,34.12,63.16,WEST,WEST,SHIFT ARM          (AP-1358)
SIE-18-2174,U-JOINT            (AP-1821),107.66,1,58.17,107.66,WEST,WEST,U-JOINT            (AP-1821)
SIE-18-2481,GASKET SET,24.05,1,12.99,24.05,WEST,WEST,GASKET SET
SIE-18-2587,PWR.STEERING COOLER (AP-2740),454.26,0,245.43,454.26,WEST,WEST,PWR.STEERING COOLER (AP-2740)
SIE-18-2588,OIL COOLER          (AP-2289),563.34,3,304.37,563.34,WEST,WEST,OIL COOLER          (AP-2289)
SIE-18-2613,GASKET KIT         (AP-475),10.24,2,5.53,10.24,WEST,WEST,GASKET KIT         (AP-475)
SIE-18-2699,OUTDRIVE MTG.KIT   (AP-2376),9.15,2,4.94,9.15,WEST,WEST,OUTDRIVE MTG.KIT   (AP-2376)
SIE-18-2748,BELLOWS            (AP-1520),73.23,1,39.57,73.23,WEST,WEST,BELLOWS            (AP-1520)
SIE-18-2753-2,SHIFT CABLE BELLOWS,30.96,1,16.73,30.96,WEST,WEST,SHIFT CABLE BELLOWS
SIE-18-2764,BELLOW             (AP-1999),69.71,0,37.66,69.71,WEST,WEST,BELLOW             (AP-1999)
SIE-18-2765,BELLOW             (AP-1998),91.30,1,49.33,91.30,WEST,WEST,BELLOW             (AP-1998)
SIE-18-2777,HOSE CONNECTER     (AP-5013),94.42,1,51.02,94.42,WEST,WEST,HOSE CONNECTER     (AP-5013)
SIE-18-2918,GASKET             (AP-472),8.32,2,4.49,8.32,WEST,WEST,GASKET             (AP-472)
SIE-18-2949-9,GASKET-GRAPHTD ASB.(2/PKG),50.87,1,27.48,50.87,WEST,WEST,GASKET-GRAPHTD ASB.(2/PKG)
SIE-18-3016-1,IMPELLER KIT,57.75,1,31.20,57.75,WEST,WEST,IMPELLER KIT
SIE-18-3056,IMPELLER           (AP-1814),42.75,1,23.10,42.75,WEST,WEST,IMPELLER           (AP-1814)
SIE-18-3065,IMPELLER           (AP-2174),41.50,2,22.42,41.50,WEST,WEST,IMPELLER           (AP-2174)
SIE-18-3068,IMPELLER           (AP-2009),48.78,1,26.36,48.78,WEST,WEST,IMPELLER           (AP-2009)
SIE-18-3077,IMPELLER KIT       (AP-1933),94.22,1,50.91,94.22,WEST,WEST,IMPELLER KIT       (AP-1933)
SIE-18-3086,IMPELLER           (AP-007),66.53,1,35.95,66.53,WEST,WEST,IMPELLER           (AP-007)
SIE-18-3106,WATER PUMP COUPLER,25.17,1,13.60,25.17,WEST,WEST,WATER PUMP COUPLER
SIE-18-3150,WATER PUMP KIT     (AP-13159),178.72,2,96.56,178.72,WEST,WEST,WATER PUMP KIT     (AP-13159)
SIE-18-3205,WATER PUMP KIT,242.63,1,131.10,242.63,WEST,WEST,WATER PUMP KIT
SIE-18-3380,WATER PUMP KIT,111.92,1,60.47,111.92,WEST,WEST,WATER PUMP KIT
SIE-18-3390,WATER PUMP KIT,119.24,1,64.42,119.24,WEST,WEST,WATER PUMP KIT
SIE-18-3412,WATER PUMP KIT W/HOUSING,109.22,0,59.01,109.22,WEST,WEST,WATER PUMP KIT W/HOUSING
SIE-18-3469,WATER PUMP KIT,408.42,0,220.67,408.42,WEST,WEST,WATER PUMP KIT
SIE-18-3478,WATER PUMP REPAIR KIT,42.00,1,22.69,42.00,WEST,WEST,WATER PUMP REPAIR KIT
SIE-18-3549,THERMOSTAT 120    (AP-3149),43.75,1,23.64,43.75,WEST,WEST,THERMOSTAT 120    (AP-3149)
SIE-18-3552,THERMOSTAT,39.51,1,21.35,39.51,WEST,WEST,THERMOSTAT
SIE-18-3575,WATER PUMP KIT,217.57,1,171.58,217.57,WEST,WEST,WATER PUMP KIT
SIE-18-3577-2,WATER PUMP,387.32,0,209.27,387.32,WEST,WEST,WATER PUMP
SIE-18-3586-1,WATER PUMP,684.00,0,369.56,684.00,WEST,WEST,WATER PUMP
SIE-18-3599-2,WATER PUMP,251.34,1,135.80,251.34,WEST,WEST,WATER PUMP
SIE-18-36001,SEA WATER PUMP,824.91,0,445.70,824.91,WEST,WEST,SEA WATER PUMP
SIE-18-3601,HOSE               (AP-1054),22.60,5,12.21,22.60,WEST,WEST,HOSE               (AP-1054)
SIE-18-3602,HOSE               (AP-1053),22.95,5,12.40,22.95,WEST,WEST,HOSE               (AP-1053)
SIE-18-4008,PLATE              (AP-5008),27.00,0,14.59,27.00,WEST,WEST,PLATE              (AP-5008)
SIE-18-43017,THERMOSTAT F/INDMAR S985009,46.93,1,25.35,46.93,WEST,WEST,THERMOSTAT F/INDMAR S985009
SIE-18-4364,MOUNTING KIT,30.84,0,16.67,30.84,WEST,WEST,MOUNTING KIT
SIE-18-4527,WATER PUMP REPAIR KIT W/HOUSIG,108.18,0,58.45,108.18,WEST,WEST,WATER PUMP REPAIR KIT W/HOUSIG
SIE-18-4911,STARTER ROPE (200),1.04,25,0.56,1.04,WEST,WEST,STARTER ROPE (200)
SIE-18-4913,STARTER ROPE (200),1.04,22,0.56,1.04,WEST,WEST,STARTER ROPE (200)
SIE-18-4914,STARTER ROPE (200),1.04,24,0.56,1.04,WEST,WEST,STARTER ROPE (200)
SIE-18-5107-1,IGNITION MODULE,242.37,0,130.95,242.37,WEST,WEST,IGNITION MODULE
SIE-18-5108,SENSOR (P/U COIL)   (AP-13350),57.46,0,31.05,57.46,WEST,WEST,SENSOR (P/U COIL)   (AP-13350)
SIE-18-5244,CAP/ROTOR KIT,26.88,1,1.00,26.88,WEST,WEST,CAP/ROTOR KIT
SIE-18-5256,DIST.TUNE-UP KIT   (AP-1007),63.53,2,34.32,63.53,WEST,WEST,DIST.TUNE-UP KIT   (AP-1007)
SIE-18-5277,COMPLETE TUNE-UP KIT (AP-3080),119.54,1,64.59,119.54,WEST,WEST,COMPLETE TUNE-UP KIT (AP-3080)
SIE-18-5288-1,ELECTRONIC CONVERSION KIT,839.44,0,453.55,839.44,WEST,WEST,ELECTRONIC CONVERSION KIT
SIE-18-5303,POINTS             (AP-865),21.84,5,11.80,21.84,WEST,WEST,POINTS             (AP-865)
SIE-18-5311,POINTS             (AP-2810),22.85,1,12.34,22.85,WEST,WEST,POINTS             (AP-2810)
SIE-18-5345,CONDENSER          (AP-2807),12.36,3,6.68,12.36,WEST,WEST,CONDENSER          (AP-2807)
SIE-18-5352,CAP                (AP-1088),54.84,2,29.63,54.84,WEST,WEST,CAP                (AP-1088)
SIE-18-5353,CAP                (AP-870),73.35,1,39.63,73.35,WEST,WEST,CAP                (AP-870)
SIE-18-5375,CAP                (AP-868),126.05,0,68.11,126.05,WEST,WEST,CAP                (AP-868)
SIE-18-5376,HI-PERF.DISTR.CAP  (AP-3125),63.09,2,34.09,63.09,WEST,WEST,HI-PERF.DISTR.CAP  (AP-3125)
SIE-18-5403,ROTOR,15.28,1,8.26,15.28,WEST,WEST,ROTOR
SIE-18-5404-1,ROTOR              (AP-2863),16.43,4,8.88,16.43,WEST,WEST,ROTOR              (AP-2863)
SIE-18-5407,ROTOR              (AP-866),22.95,4,12.40,22.95,WEST,WEST,ROTOR              (AP-866)
SIE-18-5408,ROTOR              (AP-3065),15.95,1,8.62,15.95,WEST,WEST,ROTOR              (AP-3065)
SIE-18-5411,ROTOR,18.85,1,10.19,18.85,WEST,WEST,ROTOR
SIE-18-5425,ROTOR,34.27,2,18.52,34.27,WEST,WEST,ROTOR
SIE-18-5428,ROTOR              (AP-882),27.47,1,14.84,27.47,WEST,WEST,ROTOR              (AP-882)
SIE-18-5432,ROTOR&TRIGGER WHEEL(AP-2296),23.01,3,12.43,23.01,WEST,WEST,ROTOR&TRIGGER WHEEL(AP-2296)
SIE-18-5433,SERVICE COIL,90.80,2,49.06,90.80,WEST,WEST,SERVICE COIL
SIE-18-5436,SERVICE COIL,121.48,1,65.63,121.48,WEST,WEST,SERVICE COIL
SIE-18-5443,"COIL, IGNITION     (AP-3756)",187.91,1,101.53,187.91,WEST,WEST,"COIL, IGNITION     (AP-3756)"
SIE-18-5450,RESISTOR FOR COIL,33.27,0,17.97,33.27,WEST,WEST,RESISTOR FOR COIL
SIE-18-5619,O/B STARTER,326.72,0,176.53,326.72,WEST,WEST,O/B STARTER
SIE-18-5704,RELAY              (AP-598),36.62,1,19.79,36.62,WEST,WEST,RELAY              (AP-598)
SIE-18-5705,RELAY              (AP-1561),39.48,1,21.33,39.48,WEST,WEST,RELAY              (AP-1561)
SIE-18-5851,"RELAY, SHROUDED",63.06,1,34.07,63.06,WEST,WEST,"RELAY, SHROUDED"
SIE-18-5882,ALTERNATOR 75A 12V SERPENTINE,582.03,1,314.47,582.03,WEST,WEST,ALTERNATOR 75A 12V SERPENTINE
SIE-18-5897,TEMP.SENDER 3/8 DUAL 240DEG,55.98,1,30.25,55.98,WEST,WEST,TEMP.SENDER 3/8 DUAL 240DEG
SIE-18-5907,STARTER,514.08,0,277.76,514.08,WEST,WEST,STARTER
SIE-18-5908,STARTER,505.78,1,273.27,505.78,WEST,WEST,STARTER
SIE-18-5913-1,STARTER,425.75,0,230.03,425.75,WEST,WEST,STARTER
SIE-18-5920,STARTER,295.72,1,159.78,295.72,WEST,WEST,STARTER
SIE-18-6779,TILT/TRIM MOTOR,389.73,1,210.57,389.73,WEST,WEST,TILT/TRIM MOTOR
SIE-18-6950,POWER TILT FUSE 50-AMP,12.19,2,6.59,12.19,WEST,WEST,POWER TILT FUSE 50-AMP
SIE-18-6951,POWER TILT FUSE 30-AMP,14.20,0,7.67,14.20,WEST,WEST,POWER TILT FUSE 30-AMP
SIE-18-7086,CARB REBUILD KIT   (AP-3683),84.49,0,45.65,84.49,WEST,WEST,CARB REBUILD KIT   (AP-3683)
SIE-18-70930,HOSE               (AP-1522),55.34,1,29.90,55.34,WEST,WEST,HOSE               (AP-1522)
SIE-18-70931,HOSE               (AP-1529),58.50,1,31.61,58.50,WEST,WEST,HOSE               (AP-1529)
SIE-18-7142,O-RING,1.27,5,0.69,1.27,WEST,WEST,O-RING
SIE-18-7152,SEAL               (AP-201),5.03,1,2.72,5.03,WEST,WEST,SEAL               (AP-201)
SIE-18-7170,0-RING             (AP-208),2.79,2,1.51,2.79,WEST,WEST,0-RING             (AP-208)
SIE-18-7267,FUEL PUMP          (AP-1816),315.50,1,170.46,315.50,WEST,WEST,FUEL PUMP          (AP-1816)
SIE-18-7268,FUEL PUMP,365.78,2,197.63,365.78,WEST,WEST,FUEL PUMP
SIE-18-7270,FUEL PUMP,550.60,0,297.49,550.60,WEST,WEST,FUEL PUMP
SIE-18-7278,FUEL PUMP          (AP-1815),480.71,1,259.73,480.71,WEST,WEST,FUEL PUMP          (AP-1815)
SIE-18-7281,FUEL PUMP           (AP-13480),266.23,0,143.84,266.23,WEST,WEST,FUEL PUMP           (AP-13480)
SIE-18-7282,FUEL PUMP          (AP-1838),306.96,0,165.85,306.96,WEST,WEST,FUEL PUMP          (AP-1838)
SIE-18-7283,FUEL PUMP          (AP-1835),249.16,0,134.62,249.16,WEST,WEST,FUEL PUMP          (AP-1835)
SIE-18-7326,FUEL PUMP ELECTRIC,582.00,0,314.45,582.00,WEST,WEST,FUEL PUMP ELECTRIC
SIE-18-7333,FUEL PUMP,423.35,1,228.73,423.35,WEST,WEST,FUEL PUMP
SIE-18-7775-1,FUEL WATER SEPERATOR KIT,98.73,0,53.34,98.73,WEST,WEST,FUEL WATER SEPERATOR KIT
SIE-18-7789,FILTER 21 Mic Volvo/Cobra,17.13,1,9.26,17.13,WEST,WEST,FILTER 21 Mic Volvo/Cobra
SIE-18-7845,FUEL FILTER 21Mic LONG,21.38,10,11.55,21.38,WEST,WEST,FUEL FILTER 21Mic LONG
SIE-18-7846,FUEL FILTER 21 Mic (AP-6040),22.28,2,12.04,22.28,WEST,WEST,FUEL FILTER 21 Mic (AP-6040)
SIE-18-7848-1,FUEL FILTER        (AP-6012),85.82,3,46.37,85.82,WEST,WEST,FUEL FILTER        (AP-6012)
SIE-18-7862,FUEL FILTER        (AP-1647),23.46,6,13.33,23.46,WEST,WEST,FUEL FILTER        (AP-1647)
SIE-18-7866,FUEL FILTER 10 Mic (AP-1647),33.40,0,18.05,33.40,WEST,WEST,FUEL FILTER 10 Mic (AP-1647)
SIE-18-7891,OIL DRAIN KIT      (AP-1801),200.53,2,108.35,200.53,WEST,WEST,OIL DRAIN KIT      (AP-1801)
SIE-18-7911-1,OIL FILTER,16.93,1,9.15,16.93,WEST,WEST,OIL FILTER
SIE-18-7913,OIL FILTER,15.58,0,8.42,15.58,WEST,WEST,OIL FILTER
SIE-18-7914,OIL FILTER,14.78,0,7.99,14.78,WEST,WEST,OIL FILTER
SIE-18-7915-1,OIL FILTER,16.67,1,9.00,16.67,WEST,WEST,OIL FILTER
SIE-18-7919,FUEL WATER SEPERATOR FILTER,47.28,0,25.54,47.28,WEST,WEST,FUEL WATER SEPERATOR FILTER
SIE-18-7944,FUEL FILTER 10Mic SHORT,14.55,0,7.86,14.55,WEST,WEST,FUEL FILTER 10Mic SHORT
SIE-18-7954,OIL FILTER YAMAHA F350,38.46,0,20.78,38.46,WEST,WEST,OIL FILTER YAMAHA F350
SIE-18-7954-1,OIL FILTER YAMAHA F350,40.58,0,21.93,40.58,WEST,WEST,OIL FILTER YAMAHA F350
SIE-18-7989,FILTER 10 Mic Volvo/Cobra,15.95,0,8.62,15.95,WEST,WEST,FILTER 10 Mic Volvo/Cobra
SIE-18-8002S,PRIMER BULB 1/4,22.61,0,12.19,22.61,WEST,WEST,PRIMER BULB 1/4
SIE-18-8004S,PRIMER BULB 5/16,22.61,1,12.19,22.61,WEST,WEST,PRIMER BULB 5/16
SIE-18-8005S,PRIMER BULB 3/8,22.61,1,12.19,22.61,WEST,WEST,PRIMER BULB 3/8
SIE-18-8226,FUEL FILTER,39.90,0,21.56,39.90,WEST,WEST,FUEL FILTER
SIE-18-8519,EXHAUST ELBOW MOUNTING KIT,150.65,2,81.40,150.65,WEST,WEST,EXHAUST ELBOW MOUNTING KIT
SIE-18-8802-1,LEAD WIRE KIT,128.04,1,69.18,128.04,WEST,WEST,LEAD WIRE KIT
SIE-18-8808-2,SPARK PLUG WIRE SET,114.93,1,62.10,114.93,WEST,WEST,SPARK PLUG WIRE SET
SIE-18-8820-1,SPARK PLUG WIRE SET,165.86,1,89.62,165.86,WEST,WEST,SPARK PLUG WIRE SET
SIE-18-8821-1,SPARK PLUG WIRE SET,133.28,1,72.01,133.28,WEST,WEST,SPARK PLUG WIRE SET
SIE-18-8828-1,SPARK PLUG WIRE SET,211.86,0,114.47,211.86,WEST,WEST,SPARK PLUG WIRE SET
SIE-18-8836-1,SPARK PLUG WIRE SET,161.37,0,87.19,161.37,WEST,WEST,SPARK PLUG WIRE SET
SIE-18-8868-1,FUEL PUMP,488.14,0,263.74,488.14,WEST,WEST,FUEL PUMP
SIE-18-8926,IMPELLER,99.05,1,53.52,99.05,WEST,WEST,IMPELLER
SIE-18-9031-1,BELLOWS ADHESIVE,24.65,2,13.28,24.65,WEST,WEST,BELLOWS ADHESIVE
SIE-18-9550-3,FOGGING OIL-GAL,101.77,0,54.85,101.77,WEST,WEST,FOGGING OIL-GAL
SIE-18-9680-5,SYNTHETIC GEAR LUBE-5-GAL,674.15,0,363.31,674.15,WEST,WEST,SYNTHETIC GEAR LUBE-5-GAL
SIE-18-9751-2,POWER TRIM & TILT FLUID-QT,21.46,4,11.56,21.46,WEST,WEST,POWER TRIM & TILT FLUID-QT
SIE-23-3300,IMPELLER KIT,44.92,0,24.27,44.92,WEST,WEST,IMPELLER KIT
SIE-23-3304,IMPELLER KIT,44.05,1,23.80,44.05,WEST,WEST,IMPELLER KIT
SIE-23-3307,IMPELLER KIT,51.22,1,27.67,51.22,WEST,WEST,IMPELLER KIT
