MARISOL MARINE & YACHT,,,,,,,,,,,,,,,,,
,,,,,,Inventory Price List,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
OEM,,Category,Item No.,,Description,,,Bin Location,,,Min/Max,On Hand,List,Cost,Sell ,Extended Sell,
,,,,,,,,,,,,,,,,,
WEST,,WEST,ABA-66191,,"#112 SS HOSE CLAMP 6""""-7-1/2""""  """,,,,,,0 / 0,0.00,22.31 ,12.02 ,22.31 ,0.00 ,
WEST,,WEST,ABA-66203,,"#120 SS HOSE CLAMP 6-1/2""""-8""""  """,,,,,,0 / 0,0.00,22.49 ,12.12 ,22.49 ,0.00 ,
WEST,,WEST,ABA-66216,,"#128 SS HOSE CLAMP 7""""-8-1/2""""  """,,,,,,0 / 0,0.00,23.83 ,12.84 ,23.83 ,0.00 ,
WEST,,WEST,ABA-66232,,#138 SS HOSE CLAMP 7-5/8-9-1/8,,,,,,0 / 0,0.00,24.15 ,13.01 ,24.15 ,0.00 ,
WEST,,WEST,ABA-66257,,#154 SS HOSECLAMP 8-5/8-10-1/8,,,,,,0 / 0,0.00,26.07 ,14.05 ,26.07 ,0.00 ,
WEST,,WEST,ABA-66283,,#170 SS HOSECLAMP 9-5/8-11-1/8,,,,,,0 / 0,0.00,27.69 ,14.92 ,27.69 ,0.00 ,
WEST,,WEST,ABA-66308,,#186 SS HOSECLAMP 105/8-12-1/8,,,,,,0 / 0,0.00,28.66 ,15.44 ,28.66 ,0.00 ,
WEST,,WEST,ACR-1958,,WH RCL-95 REMOTE CONT.SRCHLHT,,,,,,0 / 0,0.00,"1,104.10 ",883.28 ,"1,104.10 ",0.00 ,
WEST,,WEST,ACR-3971.3,,FIREFLY PRO LED WTRBUG CRD,,,,,,0 / 0,0.00,185.10 ,99.76 ,185.10 ,0.00 ,
WEST,,WEST,ACT-PRO-BUF-1,,INTELLIGENT BUFFER,,,,,,0 / 0,0.00,856.10 ,684.88 ,856.10 ,0.00 ,
WEST,,WEST,ACT-PRO-BUF-2,,INTELLIGENT TYPE APPRVD BUFFER,,,,,,0 / 0,0.00,899.14 ,719.31 ,899.14 ,0.00 ,
WEST,,WEST,ACT-PRO-MUX-2,,PROF NMEA MLTIPX 8-INP 6-OUTP,,,,,,0 / 0,0.00,941.23 ,752.98 ,941.23 ,0.00 ,
WEST,,WEST,ACT-PRO-NBF-1,,PROF NMEA BUFFR 1-INP 6-OUTP,,,,,,0 / 0,0.00,343.70 ,274.96 ,343.70 ,0.00 ,
WEST,,WEST,ACT-PRO-NDC-1E,,INTELLIGENT TYPE APPRVD MLTIPX,,,,,,0 / 0,0.00,575.00 ,460.00 ,575.00 ,0.00 ,
WEST,,WEST,AIR-AHSR-4,,75'WATER SKI ROPE 4-SECTION,,,,,,0 / 0,0.00,59.80 ,32.23 ,59.80 ,0.00 ,
WEST,,WEST,AIR-AHSR-8,,75'WATER SKI ROPE 8-SECTION,,,,,,0 / 0,1.00,67.28 ,36.29 ,67.28 ,67.28 ,
WEST,,WEST,AIR-BKS-6,,KILL SWITCH KEYS W/LANYARD SCOTTY,,,,,,0 / 0,1.00,25.43 ,13.71 ,25.43 ,25.43 ,
WEST,,WEST,air31-665-2-02,,ARIMAR B744 50/200KHZ W/FB GARMIN 6PN,,,,,,0 / 0,0.00,863.20 ,719.33 ,863.20 ,0.00 ,
WEST,,WEST,AMB-135-0000-CP,,CHR SHWR & SLIDE BAR,,,,,,0 / 0,0.00,536.65 ,304.09 ,536.65 ,0.00 ,
WEST,,WEST,AMB-135-0132-CP,,CHR SNG.HNDL.SHWR MIXER,,,,,,0 / 0,0.00,313.61 ,177.70 ,313.61 ,0.00 ,
WEST,,WEST,ANC-104810,,14GA TIN.PRM.WIRE RED 100',,,,,,0 / 0,0.00,47.33 ,25.51 ,47.33 ,0.00 ,
WEST,,WEST,ANC-108110,,10GA TIN.PRM.WIRE BLU 100',,,,,,0 / 0,0.00,97.58 ,52.59 ,97.58 ,0.00 ,
WEST,,WEST,ANC-108202,,BRN 10GA 25' TIN.PRM.WIRE,,,,,,0 / 0,0.00,42.72 ,23.02 ,42.72 ,0.00 ,
WEST,,WEST,ANC-108210,,BRN 10GA 100' TIN.PRM.WIRE,,,,,,0 / 0,-0.06,97.58 ,52.59 ,97.58 ,0.00 ,
WEST,,WEST,ANC-108225,,BRN 10GA 250' TIN.PRM.WIRE,,,,,,0 / 0,0.00,238.96 ,128.78 ,238.96 ,0.00 ,
WEST,,WEST,ANC-108250,,BRN 10GA 500' TIN.PRM.WIRE,,,,,,0 / 0,0.00,462.17 ,249.07 ,462.17 ,0.00 ,
WEST,,WEST,ANC-108302,,GRN 10GA 25' TIN.PRM.WIRE,,,,,,0 / 0,0.00,42.72 ,23.02 ,42.72 ,0.00 ,
WEST,,WEST,ANC-108310,,10GA TIN.PRM.WIRE GRN 100',,,,,,0 / 0,0.00,97.58 ,52.59 ,97.58 ,0.00 ,
WEST,,WEST,ANC-108350,,GRN 10GA 500' TIN.PRM.WIRE,,,,,,0 / 0,0.00,462.17 ,249.07 ,462.17 ,0.00 ,
WEST,,WEST,ANC-108502,,ORG 10GA 25' TIN.PRM.WIRE,,,,,,0 / 0,0.00,42.72 ,23.02 ,42.72 ,0.00 ,
WEST,,WEST,ANC-109010,,10GA TIN.PRM.WIRE YEL 100',,,,,,0 / 0,0.00,97.58 ,52.59 ,97.58 ,0.00 ,
WEST,,WEST,ANC-111510,,8GA TIN.BAT.CBL RED 100',,,,,,0 / 0,1.88,164.50 ,88.65 ,164.50 ,309.26 ,
WEST,,WEST,ANC-120905,,8/2 TIN.BOATCBL WHT50'RD/BLK,,,,,,0 / 0,1.00,0.00 ,141.78 ,239.99 ,239.99 ,
WEST,,WEST,ANC-121710,,16/2 TIN.BOATCBL WHT100'RD/BLK,,,,,,0 / 0,1.00,86.87 ,51.56 ,86.87 ,86.87 ,
WEST,,WEST,ANC-121910,,18/2 TIN.BOATCBL WHT100'RD/BLK,,,,,,0 / 0,0.00,69.00 ,37.19 ,69.00 ,0.00 ,
WEST,,WEST,ANC-124510,,14/2 100'TIN.SAFE.BOATCBL RDYL,,,,,,0 / 0,1.00,110.74 ,73.52 ,110.74 ,110.74 ,
WEST,,WEST,ANC-131110,,10/3 100'WHT TINBTCBL WT/GR/BK,,,,,,0 / 0,0.00,435.67 ,234.79 ,435.67 ,0.00 ,
WEST,,WEST,ANC-131310,,12/3 100'WHT TINBOATCBL W/G/BK,,,,,,0 / 0,0.00,301.12 ,162.28 ,301.12 ,0.00 ,
WEST,,WEST,ANC-131510,,14/3 100'WHT TINBTCBL WT/GR/BK,,,,,,0 / 0,0.00,217.55 ,117.24 ,217.55 ,0.00 ,
WEST,,WEST,ANC-184003,,14GA TIN.PRM.WIRE BLK 18',,,,,,0 / 0,1.00,0.00 ,9.91 ,17.49 ,17.49 ,
WEST,,WEST,ANC-184303,,14GA TIN.PRM.WIRE GRN 18',,,,,,0 / 0,2.00,0.00 ,9.91 ,17.49 ,34.98 ,
